"Assembly","FullName","BaseType","PublicParameterlessConstructor"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Editors.Visuals.PopupContentContainer","Avalonia.Controls.ContentControl","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Editors.Visuals.SegmentedEditorPanel","Avalonia.Controls.Panel","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Internal.MessageWindow","Eremex.AvaloniaUI.Controls.Common.MxWindow","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Internal.MessageWindowPresenter","Avalonia.Controls.UserControl","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Internal.PopupContainerSizeGrip","Avalonia.Controls.Primitives.Thumb","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Internal.SquaredArc","Avalonia.Controls.Shapes.Arc","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Internal.TabControlControlBox","Avalonia.Controls.ContentControl","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Internal.TabControlScrollViewer","Avalonia.Controls.ScrollViewer","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Internal.TabItemOuterCorner","Avalonia.Controls.Control","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Internal.TabPanel","Avalonia.Controls.WrapPanel","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Internal.TabStretchPanel","Avalonia.Controls.Panel","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.ListView.ListViewControl","Avalonia.Controls.Primitives.TemplatedControl","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.ListView.ListViewGroupControl","Eremex.AvaloniaUI.Controls.ListView.ListViewItemControl","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.ListView.ListViewItemControl","Avalonia.Controls.ContentControl","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.ListView.Visuals.ListViewScrollContentPresenter","Avalonia.Controls.Presenters.ScrollContentPresenter","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.ListView.Visuals.ListViewScrollViewer","Avalonia.Controls.ScrollViewer","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.ListView.Visuals.VirtualizingWrapPanel","Avalonia.Controls.Panel","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.MxTabControl","Avalonia.Controls.TabControl","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.MxTabItem","Avalonia.Controls.TabItem","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.MxTabStrip","Avalonia.Controls.Primitives.TabStrip","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.MxTabStripItem","Avalonia.Controls.Primitives.TabStripItem","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.PropertyGrid.PropertyGridCategoryRow","Eremex.AvaloniaUI.Controls.PropertyGrid.PropertyGridExpandableRowBase","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.PropertyGrid.PropertyGridControl","Avalonia.Controls.Primitives.TemplatedControl","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.PropertyGrid.PropertyGridRow","Eremex.AvaloniaUI.Controls.PropertyGrid.PropertyGridExpandableRowBase","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.PropertyGrid.PropertyGridTabRow","Eremex.AvaloniaUI.Controls.PropertyGrid.PropertyGridRowBase","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.PropertyGrid.PropertyGridTabRowItem","Avalonia.Controls.Control","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.PropertyGrid.Visuals.PropertyGridCategoryRowControl","Eremex.AvaloniaUI.Controls.PropertyGrid.Visuals.PropertyGridExpandableRowControlBase","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.PropertyGrid.Visuals.PropertyGridCellEditor","Eremex.AvaloniaUI.Editors.InplaceEditing.InplaceEditorBase","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.PropertyGrid.Visuals.PropertyGridRowControl","Eremex.AvaloniaUI.Controls.PropertyGrid.Visuals.PropertyGridExpandableRowControlBase","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.PropertyGrid.Visuals.PropertyGridRowPanel","Avalonia.Controls.Panel","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.PropertyGrid.Visuals.PropertyGridTabRowControl","Eremex.AvaloniaUI.Controls.PropertyGrid.Visuals.PropertyGridRowControlBase","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.PropertyGrid.Visuals.PropertyGridTemplateRowControl","Eremex.AvaloniaUI.Controls.PropertyGrid.Visuals.PropertyGridRowControl","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.PropertyGrid.Visuals.RowsSeparator","Avalonia.Controls.Primitives.TemplatedControl","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.PropertyGrid.Visuals.SearchControl","Avalonia.Controls.Primitives.TemplatedControl","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.Internal.PageGroupPopupButton","Eremex.AvaloniaUI.Controls.Bars.ToolbarButtonItem","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.Internal.PageHeaderItemsControl","Eremex.AvaloniaUI.Controls.Bars.Toolbar","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.Internal.QuickAccessToolbar","Eremex.AvaloniaUI.Controls.Bars.Toolbar","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.Internal.QuickAccessToolbarCustomizationButton","Eremex.AvaloniaUI.Controls.Bars.Internal.ToolbarCustomizationButton","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.Internal.RibbonApplicationButton","Eremex.AvaloniaUI.Controls.Bars.ToolbarButtonItem","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.Internal.RibbonGalleryItemPanel","Avalonia.Controls.Panel","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.Internal.RibbonItemContentControl","Eremex.AvaloniaUI.Controls.Bars.Internal.ToolbarItemContentControl","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.Internal.RibbonPageGroupControl","Avalonia.Controls.ItemsControl","False"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.Internal.RibbonPageGroupHeaderButton","Eremex.AvaloniaUI.Controls.Bars.ToolbarButtonItem","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.Internal.RibbonPageGroupHeaderButtonLayoutPanel","Eremex.AvaloniaUI.Controls.Bars.Internal.ToolbarItemLayoutPanel","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.Internal.RibbonPageGroupItemsPanel","Avalonia.Controls.Panel","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.Internal.RibbonPagesControl","Avalonia.Controls.ItemsControl","False"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.Internal.RibbonPagesPanel","Avalonia.Controls.Panel","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.Internal.RibbonPanel","Avalonia.Controls.Panel","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.Internal.RibbonPanelButton","Eremex.AvaloniaUI.Controls.Bars.ToolbarButtonItem","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.Internal.RibbonPanelButtonLayoutPanel","Eremex.AvaloniaUI.Controls.Bars.Internal.ToolbarItemLayoutPanel","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.Internal.RibbonPanelControl","Avalonia.Controls.ItemsControl","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.Internal.RibbonPopupControl","Avalonia.Controls.Primitives.TemplatedControl","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.Internal.RibbonPopupPageGroup","Eremex.AvaloniaUI.Controls.Ribbon.RibbonPageGroup","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.Internal.RibbonSimplifiedPageGroupDropDownButton","Eremex.AvaloniaUI.Controls.Bars.Internal.ToolbarCustomizationButton","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.RibbonControl","Avalonia.Controls.Primitives.TemplatedControl","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.RibbonGalleryItem","Eremex.AvaloniaUI.Controls.Bars.ToolbarButtonBaseItem","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.RibbonPage","Avalonia.Controls.Primitives.TemplatedControl","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.RibbonPageGroup","Avalonia.Controls.Primitives.TemplatedControl","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.Ribbon.RibbonPopupGallery","Eremex.AvaloniaUI.Controls.Bars.PopupMenu","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.ShadowControl","Avalonia.Controls.ContentControl","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.TreeList.TreeListControl","Eremex.AvaloniaUI.Controls.TreeList.TreeListControlBase","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.TreeList.TreeViewControl","Eremex.AvaloniaUI.Controls.TreeList.TreeListControlBase","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.TreeList.Visuals.TreeListCellControl","Eremex.AvaloniaUI.Controls.DataControl.Visuals.CellControl","False"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.TreeList.Visuals.TreeListIndentControl","Avalonia.Controls.Primitives.TemplatedControl","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.TreeList.Visuals.TreeListIndentPanel","Avalonia.Controls.Panel","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.TreeList.Visuals.TreeListRowControl","Eremex.AvaloniaUI.Controls.DataControl.Visuals.DataRowControlBase","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.TreeList.Visuals.TreeViewCellControl","Eremex.AvaloniaUI.Controls.TreeList.Visuals.TreeListCellControl","False"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.TreeList.Visuals.TreeViewRowControl","Eremex.AvaloniaUI.Controls.TreeList.Visuals.TreeListRowControl","True"
"Eremex.Avalonia.Controls","Eremex.AvaloniaUI.Controls.TrialWatermark.TrialWatermarkControl","Avalonia.Controls.Primitives.TemplatedControl","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.AxisX","Eremex.AvaloniaUI.Charts.CartesianAxis","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.AxisY","Eremex.AvaloniaUI.Charts.CartesianAxis","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.CartesianChart","Eremex.AvaloniaUI.Charts.ChartControl","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.CartesianSeries","Eremex.AvaloniaUI.Charts.Series","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.ConstantLine","Eremex.AvaloniaUI.Charts.ChartElement","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.CrosshairAllSeriesLabelControl","Avalonia.Controls.Primitives.TemplatedControl","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.CrosshairOptions","Eremex.AvaloniaUI.Charts.ChartElement","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.CrosshairSingleSeriesLabelControl","Avalonia.Controls.Primitives.TemplatedControl","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.Heatmap","Eremex.AvaloniaUI.Charts.ChartControl","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.HeatmapAxisX","Eremex.AvaloniaUI.Charts.HeatmapAxis","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.HeatmapAxisY","Eremex.AvaloniaUI.Charts.HeatmapAxis","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.Native.AvaloniaDrawingArea","Avalonia.Controls.Control","False"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.Native.CartesianDrawingAreaContainer","Eremex.AvaloniaUI.Charts.Native.NavigationDrawingAreaContainer","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.Native.DrawingAreaContainer","Avalonia.Controls.Primitives.TemplatedControl","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.Native.HeatmapSeries","Eremex.AvaloniaUI.Charts.Series","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.Native.HorizontalBorderLabelControl","Avalonia.Controls.Border","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.Native.HorizontalLabelControl","Avalonia.Controls.TextBlock","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.Native.PolarDrawingAreaContainer","Eremex.AvaloniaUI.Charts.Native.NavigationDrawingAreaContainer","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.Native.RotatedLabelControl","Avalonia.Controls.LayoutTransformControl","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.Native.SmithDrawingAreaContainer","Eremex.AvaloniaUI.Charts.Native.DrawingAreaContainer","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.PolarAxisX","Eremex.AvaloniaUI.Charts.Axis","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.PolarAxisY","Eremex.AvaloniaUI.Charts.LinearAxis","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.PolarChart","Eremex.AvaloniaUI.Charts.ChartControl","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.PolarSeries","Eremex.AvaloniaUI.Charts.Series","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.SmithAxisX","Eremex.AvaloniaUI.Charts.Axis","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.SmithAxisY","Eremex.AvaloniaUI.Charts.Axis","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.SmithChart","Eremex.AvaloniaUI.Charts.ChartControl","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.SmithSeries","Eremex.AvaloniaUI.Charts.Series","True"
"Eremex.Avalonia.Charts","Eremex.AvaloniaUI.Charts.Strip","Eremex.AvaloniaUI.Charts.ChartElement","True"
